Price,Tenure,Property_Type,Built_Up,Furnishing,Bedroom,Bathroom,Area,classification
450000,0,6,1080,1,4,3,13,1
525000,0,6,2500,2,5,4,13,1
680000,0,9,1130,0,3,2,13,1
400000,0,9,1359,2,4,2,10,1
567000,1,4,1136,1,3,2,13,1
530000,1,10,2700,1,4,3,13,1
88000,0,3,650,1,3,1,13,1
750000,0,6,2310,2,4,3,13,1
295000,0,9,1222,1,5,3,13,1
300000,0,3,960,2,3,2,13,1
543000,0,9,1000,1,4,2,13,1
290000,0,9,970,2,3,2,13,1
220000,0,3,852,1,3,2,13,1
650000,0,9,1028,0,3,2,13,1
463000,0,9,850,0,3,2,13,1
369000,0,12,1400,1,3,2,13,1
300000,0,3,960,2,3,2,13,1
215000,0,9,750,0,3,2,10,1
309000,0,4,778,1,2,2,13,1
675000,0,5,821,0,2,1,14,1
216000,0,3,852,2,3,2,13,1
335000,1,2,1138,1,3,2,13,1
600000,1,6,1800,1,4,3,13,1
230000,1,9,700,1,2,1,13,1
1200000,0,9,1333,1,3,2,14,1
450000,0,9,1250,2,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
228000,0,3,877,2,3,2,14,1
595000,0,9,1800,2,4,3,10,1
660000,0,6,1900,1,4,3,13,1
295000,0,3,700,2,3,2,12,1
705000,0,4,890,0,2,2,14,1
900000,0,10,2500,1,4,3,13,1
1180000,0,4,834,1,2,2,14,1
318000,0,9,1087,1,3,2,14,1
492000,0,6,2755,1,5,4,13,1
295000,0,9,619,2,2,2,10,1
340000,0,3,1024,1,3,2,13,1
480000,0,9,1088,2,3,2,11,1
445000,0,9,1056,2,3,2,9,1
245000,0,3,900,1,3,2,14,1
570000,0,6,2158,1,4,3,7,1
1050000,0,9,1450,0,3,2,10,1
670000,0,9,1236,1,3,2,14,1
1050000,0,9,1450,0,3,2,10,1
470000,0,9,1044,1,3,2,13,1
260000,0,9,900,1,3,2,13,1
110000,1,3,675,2,3,2,14,1
185000,0,3,710,1,3,1,13,1
360000,0,9,936,2,3,2,13,1
335000,0,6,2000,1,4,3,13,1
554000,0,10,2045,2,4,3,13,1
390000,0,9,1250,1,3,2,13,1
1300000,0,9,1030,1,2,2,14,1
188000,0,3,775,1,3,2,13,1
1250000,0,9,1390,1,3,3,14,1
373000,0,9,1212,1,4,2,13,1
950000,1,9,1528,0,3,2,13,1
530000,0,6,1950,2,4,3,13,1
250000,0,3,1200,1,4,2,11,1
450000,0,10,2100,2,4,3,10,1
420000,0,6,1400,1,2,2,14,1
656000,0,9,1211,1,3,3,14,1
499000,0,6,1678,1,4,3,13,1
830000,0,9,829,0,2,2,13,1
518000,1,9,979,0,3,2,13,1
288000,0,4,1130,2,4,2,13,1
990000,0,6,2200,1,4,3,14,1
740000,0,9,1399,0,3,2,13,1
270000,0,9,1050,2,3,2,13,1
318000,0,3,835,0,2,2,14,1
710000,0,6,2115,0,4,4,13,1
490000,0,9,1141,1,3,2,13,1
280000,0,6,1100,2,3,2,10,1
699000,0,9,500,0,2,1,3,1
500000,0,9,1450,1,3,2,14,1
320000,0,3,881,0,2,2,13,1
453000,0,9,950,1,3,2,14,1
850000,0,6,2800,1,5,4,13,1
576000,0,9,1260,1,4,3,14,1
360000,0,3,894,0,3,2,13,1
416000,1,9,1506,1,4,4,14,1
1200000,0,9,1572,0,4,3,14,1
397440,0,2,1500,2,3,3,13,1
390000,0,9,1130,2,4,2,10,1
310000,0,6,1539,2,3,2,11,1
310000,0,9,1005,2,3,2,10,1
230000,0,3,750,1,3,2,14,1
525000,0,9,1550,1,4,3,14,1
580000,0,9,1313,1,4,2,14,1
560000,0,9,1267,2,3,2,14,1
825000,0,9,1267,0,4,3,13,1
1050000,0,9,1450,0,3,2,10,1
268000,0,3,753,1,4,3,13,1
528000,0,7,1698,1,4,3,13,1
340000,0,3,950,2,3,2,13,1
758000,0,6,2000,1,4,3,13,1
650000,0,12,2842,1,3,2,14,1
350000,0,9,1345,2,3,2,14,1
1050000,0,9,800,0,3,2,3,1
408000,0,6,900,1,4,2,13,1
280000,0,9,913,2,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
630000,0,4,850,1,2,1,14,1
380000,0,9,1011,1,3,2,13,1
230000,0,3,850,2,3,2,13,1
460000,1,6,1500,0,3,3,13,1
430000,0,9,912,2,3,2,13,1
408880,0,6,2000,2,4,3,13,1
300000,0,3,960,2,3,2,13,1
230000,0,3,883,2,3,2,13,1
1020000,0,6,3300,1,4,3,13,1
183000,0,3,1484,2,4,2,13,1
1050000,0,9,1450,0,3,2,10,1
895000,0,6,1650,2,4,3,13,1
483000,0,6,2190,1,5,4,13,1
660000,0,6,2080,2,4,3,13,1
260000,0,9,600,0,2,2,14,1
580000,0,6,1800,2,3,3,14,1
1050000,0,9,1450,0,3,2,10,1
530000,0,4,1000,1,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
348000,0,3,950,2,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
650000,0,9,1396,0,4,2,13,1
390000,0,9,1050,2,3,2,13,1
369000,0,9,1270,1,4,2,14,1
300000,0,9,986,1,3,2,13,1
320000,0,9,1271,0,3,2,13,1
470000,0,6,2000,1,4,3,13,1
425000,0,6,1076,2,5,3,13,1
360000,0,9,1208,2,3,2,14,1
400000,0,6,1200,1,4,3,13,1
490000,0,6,1600,2,4,3,13,1
760000,0,6,1400,1,4,3,14,1
385000,0,9,900,1,3,2,13,1
440000,0,9,1100,0,3,2,10,1
255500,0,3,1140,2,5,3,13,1
320000,0,9,916,1,3,2,10,1
150000,0,3,685,1,3,2,13,1
330000,0,9,1050,2,3,2,10,1
600000,0,9,935,1,3,2,13,1
450000,0,9,1139,1,3,2,13,1
380000,0,6,900,1,3,2,13,1
500000,0,9,880,1,2,2,14,1
690000,0,6,2000,1,4,3,13,1
750000,0,9,1851,2,4,2,13,1
1050000,0,9,1450,0,3,2,10,1
1200000,0,7,3000,1,5,4,13,1
1430000,0,4,743,1,3,2,14,1
1180000,0,6,2900,1,4,3,13,1
830000,0,9,1238,0,3,2,13,1
350000,0,9,1044,2,4,2,13,1
850000,0,6,3600,1,4,3,13,1
1730000,0,9,1933,0,4,4,14,1
350000,0,9,1384,1,4,2,14,1
535000,0,6,1197,1,4,3,13,1
1125000,0,9,1250,0,3,2,14,1
538000,1,9,1346,2,4,3,13,1
288900,0,9,700,1,2,2,13,1
1050000,0,9,1450,0,3,2,10,1
340000,0,9,906,1,3,2,13,1
900000,0,10,2240,1,5,3,13,1
420000,0,9,972,1,3,2,14,1
699990,0,4,500,0,2,1,3,1
292000,0,9,1206,2,4,2,13,1
320000,0,3,881,0,2,2,13,1
185000,0,3,650,2,3,2,14,1
310000,0,9,883,0,3,2,10,1
210000,0,3,850,2,3,2,13,1
397000,0,1,868,1,3,2,14,1
850000,1,6,2400,1,5,3,10,1
185000,0,3,680,1,3,2,13,1
399000,0,9,900,1,2,1,10,1
590000,0,10,2900,1,5,4,13,1
640000,0,9,1085,1,2,3,14,1
800000,0,6,2567,0,4,3,13,1
405000,0,6,1260,1,4,3,13,1
600000,0,6,1170,1,4,3,14,1
238000,0,3,971,2,3,2,13,1
230000,0,9,915,2,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
1290000,0,6,1400,2,4,3,10,1
267200,0,9,656,2,2,1,13,1
800000,0,9,1614,1,4,3,14,1
650000,0,6,2149,1,4,3,13,1
365000,0,6,1000,1,2,2,13,1
610000,0,6,2000,1,4,3,13,1
402000,1,6,2480,1,4,3,13,1
320000,0,9,911,0,3,1,13,1
525000,0,9,852,2,2,2,13,1
597000,0,6,2479,2,4,4,13,1
390000,0,9,1334,2,4,2,10,1
440000,0,9,1100,0,3,2,10,1
1200000,0,10,2800,1,5,3,13,1
328000,0,4,1256,2,4,2,13,1
490000,0,9,1370,1,4,2,14,1
429999,0,9,978,1,3,2,14,1
410000,0,3,1170,1,3,2,14,1
1200000,0,9,1030,0,2,1,14,1
578000,0,6,1400,1,4,3,13,1
590000,0,9,1004,2,3,2,14,1
285000,0,6,1512,2,3,2,10,1
500000,0,9,15000,1,3,2,14,1
753000,0,10,2604,2,4,4,13,1
988000,0,6,1400,1,3,3,13,1
538000,1,9,1346,2,4,3,13,1
220000,0,3,785,1,3,2,13,1
580000,0,9,1580,1,4,2,14,1
1050000,0,9,1450,0,3,2,10,1
1050000,0,9,1450,0,3,2,10,1
405000,1,9,1206,2,3,2,13,1
470000,0,9,1346,0,4,3,13,1
538000,1,9,1346,2,4,3,13,1
535000,1,6,3261,1,3,2,13,1
1230000,0,9,1389,0,3,3,13,1
1700000,0,6,2798,1,5,4,10,1
568000,0,6,11400,0,4,3,10,1
199999,0,3,653,2,3,2,14,1
1148000,0,9,1650,2,5,4,10,1
473000,0,6,2394,2,4,4,9,1
422333,1,5,868,1,3,2,14,1
438000,0,9,580,0,2,1,13,1
260000,0,9,600,0,2,2,13,1
292000,1,4,931,2,3,2,13,1
546000,0,9,850,1,2,2,14,1
490000,0,3,1100,2,3,2,14,1
250000,0,3,813,1,3,2,13,1
306000,1,9,1210,1,3,2,13,1
520000,0,9,1200,2,3,2,10,1
358000,1,3,850,2,3,1,14,1
589000,1,9,1280,1,3,3,14,1
400000,0,9,1174,2,3,2,10,1
265000,0,3,800,2,3,2,13,1
310000,0,9,856,1,3,2,13,1
482000,0,10,2380,1,4,3,13,1
389000,0,6,1552,1,4,3,13,1
460000,0,4,1018,1,3,2,14,1
678000,0,6,1800,1,4,3,13,1
496000,0,10,3200,1,5,4,9,1
1080000,0,9,1690,1,3,4,14,1
875000,1,6,1826,1,3,3,13,1
578000,0,6,1400,1,4,3,13,1
255000,0,3,742,0,2,2,14,1
525000,0,4,1365,1,3,2,14,1
310000,0,9,1005,2,3,2,10,1
738000,0,2,1850,2,2,2,13,1
850000,0,9,1200,0,3,3,14,1
1050000,0,9,1450,0,3,2,10,1
590000,0,6,1300,1,4,3,13,1
450000,0,9,1080,1,3,2,13,1
150000,0,3,888,2,3,2,13,1
620000,0,6,1800,0,4,3,13,1
550000,0,6,1539,2,4,3,11,1
460000,0,9,1333,2,3,2,10,1
387000,0,6,1600,2,4,3,13,1
535000,0,6,1800,1,5,3,14,1
480000,0,9,770,1,3,2,13,1
215000,0,3,650,1,3,2,14,1
550000,0,9,900,1,3,2,13,1
240000,0,3,800,2,2,2,14,1
792000,0,6,2085,2,4,3,13,1
380000,0,9,954,1,3,2,13,1
315000,0,9,800,1,3,2,10,1
688000,0,9,1127,1,2,2,14,1
1480000,0,6,2800,1,4,3,14,1
215000,0,9,750,0,3,2,10,1
261000,0,3,850,2,3,2,13,1
800000,0,6,3850,2,5,4,13,1
345000,0,3,1270,1,3,2,13,1
460000,0,9,1333,2,3,2,10,1
364000,0,9,1335,1,4,2,14,1
620000,0,9,1250,1,3,2,14,1
480000,0,4,855,1,3,2,13,1
350000,0,9,910,1,3,2,14,1
520000,0,9,1018,0,3,2,14,1
595000,1,9,1300,1,3,3,14,1
567000,0,6,1800,2,4,3,13,1
347000,0,6,825,2,3,2,13,1
270000,0,9,910,1,3,2,14,1
415000,0,6,2000,1,4,3,13,1
519000,0,6,2502,1,4,3,13,1
620000,0,9,1183,1,4,2,13,1
480000,0,9,1313,2,3,2,10,1
740000,0,9,1092,1,4,2,13,1
270000,0,3,914,1,3,2,13,1
280000,0,9,1025,1,3,2,10,1
700000,0,9,1253,2,3,2,14,1
1250000,0,6,2900,2,4,2,10,1
356000,0,4,1054,2,3,2,13,1
55000,0,3,650,2,3,2,13,1
486000,1,4,1270,1,3,2,14,1
303000,0,3,904,1,3,2,14,1
820000,0,9,1365,1,4,2,14,1
1050000,0,9,1450,0,3,2,10,1
637900,0,9,1124,1,4,2,14,1
547000,0,10,2000,1,4,2,13,1
120000,0,3,650,2,3,2,14,1
780000,0,9,933,0,2,2,13,1
510000,1,9,1050,2,3,2,14,1
420000,0,9,1021,1,3,2,13,1
800000,0,9,969,0,2,1,14,1
342000,0,9,1097,1,3,2,11,1
688000,0,9,1800,1,4,4,14,1
250000,0,9,950,1,3,2,14,1
1050000,0,9,1450,0,3,2,10,1
630000,0,9,1070,1,3,2,14,1
245000,0,9,850,2,3,2,13,1
888000,0,6,2200,1,4,3,13,1
368000,1,9,1218,2,3,2,13,1
250000,0,3,975,2,3,2,13,1
560000,0,6,1500,1,4,3,13,1
650000,0,2,1550,1,5,3,10,1
591000,0,9,1491,2,4,3,14,1
718000,0,8,2299,0,4,3,13,1
259000,1,6,2292,1,4,3,8,1
650000,0,9,1160,0,3,2,14,1
462000,0,6,1430,1,3,2,14,1
488000,0,2,1500,1,4,3,13,1
590000,0,9,1000,1,3,2,13,1
1150000,0,3,1319,1,3,2,13,1
160000,0,6,800,2,3,1,10,1
360000,0,10,1440,2,4,3,13,1
580000,0,4,1007,0,3,2,13,1
418000,0,6,1200,1,3,2,13,1
1100000,0,9,1711,0,5,4,13,1
830000,0,9,1186,0,3,3,14,1
858000,0,4,665,0,2,1,3,1
498000,0,9,920,1,2,2,14,1
440000,0,9,1191,0,3,2,13,1
426000,0,6,2266,2,4,4,13,1
160000,0,3,800,2,3,2,13,1
1640000,0,9,1259,0,2,2,14,1
340000,0,3,850,1,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
788000,0,9,2185,2,5,3,13,1
400000,0,9,918,1,3,2,14,1
353000,0,4,918,2,4,2,14,1
470000,0,6,1500,2,4,2,13,1
330000,0,9,1013,1,3,2,14,1
675000,0,10,1980,1,4,3,13,1
778000,0,6,1540,1,4,3,14,1
760000,0,9,1020,2,3,2,10,1
438000,0,10,1650,1,4,3,13,1
410000,0,6,1900,2,3,1,13,1
290000,0,3,818,2,3,2,13,1
378000,0,9,950,1,3,2,13,1
385000,0,3,990,1,3,2,13,1
1080000,0,6,3100,1,5,4,13,1
349999,1,9,950,1,3,2,13,1
474000,0,9,1270,1,3,2,14,1
346500,0,9,955,1,3,2,13,1
480000,0,7,1598,1,3,2,13,1
620000,0,9,791,0,2,2,14,1
300000,0,3,960,2,3,2,13,1
310000,0,3,1014,1,5,3,13,1
1050000,0,9,1450,0,3,2,10,1
515000,0,3,1245,0,4,2,13,1
238000,0,3,852,1,3,2,13,1
410000,0,6,1350,2,2,1,13,1
1181000,0,9,3003,1,4,3,14,1
180000,0,3,750,1,3,2,13,1
510000,0,4,1145,1,3,3,7,1
248000,0,9,650,1,2,2,13,1
262000,0,9,887,2,2,2,13,1
500000,0,6,960,1,2,2,13,1
538000,1,9,1346,2,4,3,13,1
1091000,0,9,800,0,3,2,3,1
280000,0,3,818,1,3,2,14,1
1050000,0,9,1450,0,3,2,10,1
195000,0,9,901,1,3,2,13,1
1000000,0,9,1650,0,3,3,14,1
350000,0,6,1300,1,3,2,13,1
508000,0,9,1718,1,4,2,10,1
260000,0,9,600,0,2,2,9,1
1050000,0,9,1450,0,3,2,10,1
583000,0,10,2008,1,4,3,13,1
538000,0,6,1500,1,4,3,13,1
250000,0,9,1000,1,3,2,14,1
360000,0,9,910,0,3,2,14,1
490000,0,6,1539,2,4,3,10,1
1000000,0,9,662,0,2,1,14,1
305000,1,3,450,0,2,2,13,1
312000,0,9,1000,1,3,2,14,1
360000,0,6,1200,1,4,3,13,1
380000,0,4,910,0,3,2,13,1
1850000,0,9,1350,0,3,2,14,1
453000,0,4,1025,1,3,2,14,1
788000,0,6,1760,1,4,3,14,1
261000,0,3,850,2,3,2,13,1
500000,0,6,1540,2,4,3,11,1
388000,0,9,872,1,3,2,14,1
328800,0,6,1396,2,3,3,13,1
698000,0,9,1096,1,3,2,13,1
280000,0,9,818,1,2,2,13,1
660000,0,9,794,1,2,2,14,1
375000,0,9,1130,2,4,2,10,1
656000,1,6,2166,2,4,4,13,1
583000,0,4,1474,1,4,4,13,1
576000,1,9,1532,1,4,3,13,1
560000,0,6,1260,1,4,3,13,1
538000,1,9,1346,2,4,3,13,1
189000,0,3,883,1,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
735000,0,9,2196,1,4,4,14,1
810000,0,4,1283,1,3,2,13,1
820000,0,10,2650,1,5,4,13,1
240000,0,3,980,2,3,2,13,1
637900,0,9,1139,1,4,2,14,1
770000,0,9,1690,1,4,3,14,1
397000,0,9,900,1,2,2,13,1
585000,0,6,1500,1,4,3,13,1
1050000,0,9,1450,0,3,2,10,1
1050000,0,9,1450,0,3,2,10,1
693000,0,10,3000,1,5,4,13,1
570000,0,6,1600,1,4,3,13,1
451000,0,4,970,1,3,2,13,1
530000,0,2,1600,2,4,3,13,1
128000,0,3,650,2,3,2,13,1
289000,0,3,815,1,3,2,13,1
500000,0,9,1718,1,4,2,10,1
510000,0,7,1800,2,4,4,13,1
550000,0,9,995,1,3,2,13,1
260000,0,9,880,2,3,2,13,1
278000,0,9,883,1,3,2,13,1
375000,0,9,740,1,2,1,14,1
455000,0,6,1260,1,3,2,13,1
850000,0,8,2250,2,4,3,13,1
405000,1,9,1104,0,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
672000,1,6,2170,1,4,3,14,1
360000,0,6,1200,2,3,2,13,1
387000,1,12,2310,2,4,3,3,1
345000,0,3,815,1,3,2,13,1
260000,0,9,888,1,3,2,13,1
307000,0,9,1110,1,3,2,13,1
750000,0,8,2300,1,4,3,13,1
158000,0,3,700,1,3,2,13,1
480000,0,6,1300,1,3,2,14,1
100000,0,3,600,2,3,1,13,1
620000,0,9,1450,1,3,2,14,1
399999,0,9,960,1,3,2,14,1
230000,1,6,2112,1,4,4,8,1
360000,0,9,1100,2,3,2,10,1
950000,0,4,1098,1,4,4,13,1
538000,1,9,1346,2,4,3,13,1
340000,0,9,807,1,3,2,13,1
750000,0,6,2258,1,3,3,14,1
1050000,0,9,1450,0,3,2,10,1
250000,0,3,868,1,3,2,13,1
297000,0,4,1257,1,4,2,13,1
380000,0,4,950,1,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
191000,0,9,900,0,3,2,13,1
429000,1,6,1892,2,4,3,13,1
518000,1,9,979,0,3,2,13,1
320000,0,3,881,0,2,2,13,1
1050000,0,9,1450,0,3,2,10,1
407000,0,6,1898,1,4,4,11,1
438000,0,6,1050,1,3,2,13,1
780000,0,9,1535,2,3,3,14,1
269000,0,9,1001,1,3,2,14,1
610000,0,6,2000,1,4,3,13,1
500000,1,9,1495,0,3,2,13,1
210000,0,9,800,2,3,2,10,1
390000,0,9,1334,2,4,2,10,1
648000,0,6,3150,1,3,2,14,1
810000,0,10,3000,1,5,4,13,1
455000,0,4,548,2,2,1,13,1
665000,1,6,1010,1,4,3,13,1
593000,0,9,884,2,3,3,14,1
538000,1,9,1346,2,4,3,13,1
698000,0,4,1469,0,3,2,13,1
420000,0,6,1500,1,3,3,13,1
522000,0,6,1937,2,4,3,13,1
300000,0,3,960,2,3,2,13,1
367000,0,6,1700,1,4,3,14,1
585000,0,8,2500,1,5,3,13,1
260000,0,3,790,1,3,2,14,1
270000,0,9,989,2,3,2,14,1
1336000,0,9,1271,1,2,2,14,1
490000,0,9,1032,1,3,2,14,1
140000,0,3,751,1,3,1,14,1
365000,0,3,723,1,2,2,13,1
550000,0,6,1600,1,4,3,13,1
640000,0,2,1550,2,4,3,10,1
583000,0,6,3900,1,5,3,13,1
538000,1,9,1346,2,4,3,13,1
510000,0,9,1441,2,4,3,10,1
300000,0,3,960,2,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
256500,0,3,818,2,2,2,13,1
168000,0,4,892,2,3,2,14,1
665000,0,9,1092,1,4,2,13,1
400000,0,6,1570,2,4,3,13,1
250000,0,3,885,1,3,2,13,1
318000,0,3,987,1,3,2,14,1
780000,0,9,815,0,2,2,14,1
450000,0,9,1087,2,3,2,10,1
810000,0,9,1367,1,4,3,14,1
270000,0,3,833,1,3,2,14,1
450000,0,6,1300,2,4,4,13,1
538000,1,9,1346,2,4,3,13,1
438000,0,6,825,1,3,2,13,1
220000,1,3,852,0,3,2,13,1
530000,0,6,900,2,3,2,13,1
400000,0,9,1359,2,4,2,10,1
460000,0,6,900,2,3,2,13,1
460000,0,9,1100,2,3,2,10,1
400000,0,6,1180,2,3,2,13,1
265000,0,6,1100,1,3,1,13,1
488000,0,6,990,1,3,2,13,1
608000,0,9,1313,1,4,2,14,1
610000,0,9,1155,1,3,3,14,1
259999,0,3,854,0,3,2,14,1
309825,0,9,1097,1,3,2,14,1
360000,0,6,2072,2,4,3,13,1
255000,0,3,1026,2,3,2,13,1
160000,0,3,788,2,3,1,13,1
868000,0,6,2120,0,4,3,13,1
580000,0,9,1613,2,4,2,10,1
268000,0,9,780,1,3,2,14,1
55000,0,3,650,2,3,1,13,1
1400000,0,4,1259,0,2,2,14,1
504500,0,9,1485,1,3,2,14,1
693000,1,10,2700,2,5,4,13,1
340000,0,3,840,2,3,2,14,1
280000,0,9,851,1,3,2,14,1
559000,0,9,1427,0,3,2,14,1
610000,0,6,1310,1,4,3,13,1
800000,0,4,1150,0,2,2,14,1
644800,0,9,1145,1,4,2,14,1
270000,1,9,850,2,3,2,13,1
1150000,0,9,1710,1,4,4,14,1
1050000,0,9,1450,0,3,2,10,1
580000,0,9,1213,0,3,2,13,1
250000,0,3,874,1,3,2,14,1
1050000,0,9,1450,0,3,2,10,1
538000,0,9,645,1,2,2,13,1
599000,0,6,1145,1,4,3,13,1
550000,0,9,1800,2,4,2,14,1
270000,0,2,1107,1,3,2,13,1
240000,0,3,736,2,3,2,13,1
1050000,0,9,1450,0,3,2,10,1
452000,0,9,1361,1,4,3,13,1
229000,0,3,775,1,3,2,13,1
230000,0,3,1001,0,3,2,13,1
370000,0,9,1077,0,3,2,10,1
515000,0,9,957,1,3,2,14,1
690000,0,9,1259,1,2,2,14,1
150000,0,6,1432,2,3,2,11,1
440000,0,9,1238,1,4,1,13,1
1050000,0,9,1450,0,3,2,10,1
495000,0,9,1000,2,3,2,14,1
380000,0,9,1070,1,3,2,14,1
225000,0,9,850,1,3,2,13,1
450000,0,9,1259,1,3,2,13,1
599000,0,6,2378,2,4,4,10,1
745000,1,9,1184,0,3,2,13,1
185000,1,4,712,2,3,2,13,1
234900,0,6,1540,2,4,3,11,1
110000,0,3,650,2,3,2,13,1
340000,0,2,1227,1,3,2,13,1
250000,1,3,650,1,3,1,14,1
229000,0,3,850,1,3,2,13,1
